10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.17211637	-8.036664
10.53224995	-1.8865707
10.53224995	-1.8865707
10.59987281	-6.6315384
10.59987281	-6.6315384
10.59987281	-6.6315384
10.59987281	-6.6315384
10.59987281	-6.6315384
10.59987281	-6.6315384
10.59987281	-6.6315384
11.01489414	-7.8782234
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.25124731	-5.2933526
11.3835163	-1.6922001
11.3835163	-1.6922001
11.3835163	-1.6922001
11.3835163	-1.6922001
11.3835163	-1.6922001
11.3835163	-1.6922001
11.39907902	-2.297581
11.4730362	-8.0825
11.4730362	-8.0825
11.4730362	-8.0825
11.4730362	-8.0825
11.4730362	-8.0825
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.53179565	-7.5976
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
11.89820734	-5.462219
12.12139675	-5.9681506
12.12139675	-5.9681506
12.12139675	-5.9681506
12.12139675	-5.9681506
12.12139675	-5.9681506
12.12139675	-5.9681506
12.15810796	-6.331261
12.15810796	-6.331261
12.15810796	-6.331261
12.15810796	-6.331261
12.15810796	-6.331261
12.15810796	-6.331261
12.15810796	-6.331261
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
12.19233788	-7.8885465
